episode_return
1.484038010044192106e+03
1.590486332905006748e+03
1.273919142915731527e+03
1.319845139454957689e+03
1.530904562120738092e+03
1.369269280594440716e+03
1.461783805761778240e+03
5.057561622802504786e+01
1.254825726923709226e+03
1.422678286191953021e+03
1.236313398534262888e+03
1.374169001374914387e+03
1.740904483906845826e+03
1.534694999584978632e+03
1.258133394236503591e+03
1.546945926444230963e+03
1.154856728643841734e+03
1.495994996201730146e+03
9.108229866519068310e+02
1.507436738720175981e+03
1.403449407033522675e+03
4.566809822863213242e+01
1.539407618467417024e+03
1.299303155151744704e+03
1.274250577249370053e+03
9.379105339751853307e+02
1.491060308986436667e+03
1.643276426389533299e+03
1.494277306211431096e+03
9.262568853631697721e+02
1.415084516348391389e+03
1.492733527681985152e+03
1.494591157408202207e+03
9.841828609920345343e+02
1.612830066300456338e+03
1.313128483537978127e+03
1.223973145153876203e+03
1.243750377583887712e+03
1.202366689283603364e+03
1.331051555738348952e+03
1.198645603014928156e+03
9.313838632227093512e+02
1.621096303267344410e+03
1.622324862137721993e+03
1.425156151863281593e+03
1.122976184102357138e+03
9.732056877366335357e+02
1.556090664792750431e+03
1.294956242782761365e+03
1.551483554905713845e+03
7.111447937358605031e+01
1.230181862190117727e+03
1.533573342391439155e+03
1.222391015279733892e+03
1.429561027961525042e+03
1.143169938404452068e+03
4.151248421737970773e+01
1.628316629771736643e+03
1.608467948221966708e+03
1.316186255641516141e+02
1.671490340690976097e+02
1.425057414834941483e+03
8.653845324880376211e+02
1.441904743901513029e+03
1.462430224401601890e+03
1.772426552418796064e+03
1.172381597350983157e+03
1.540753960246829593e+03
1.302047617630509194e+03
1.252475700217074746e+03
8.359949096792847740e+02
1.357583779627196918e+03
1.358924987683034260e+03
1.231610887607490668e+03
1.196226408291587859e+03
1.589539661349295102e+03
1.002180500046069369e+03
1.626640444231533365e+03
1.281454900121564833e+03
1.519866426155610498e+03
1.135448659835950366e+03
1.648705011350308951e+03
1.442002684894241384e+03
1.589145452231402032e+03
1.684765987592121974e+03
1.448546137314521502e+03
1.243378823235657592e+03
1.788338841631254127e+03
1.225362786714578988e+03
1.590520437428317337e+03
9.485858310457747393e+02
1.389627372667994223e+03
1.507635039508447335e+03
1.301961399035053319e+03
1.730810639723474651e+03
1.589927269276176048e+03
1.314914776916267556e+03
1.581743009027686639e+03
1.331753857583481931e+03
1.531087323331953030e+03
1.463346443078188031e+03
1.249341156814713258e+03
1.835069450927965988e+02
9.543644427987687777e+02
1.676228637792165955e+03
1.176991212824686954e+03
1.600197767327508927e+03
1.225041137871964793e+03
1.285971578275027923e+03
1.281390104435341982e+03
1.577925037468705796e+03
1.267405574891915194e+03
1.276528932223495758e+03
1.411148918609214888e+03
1.076989329775144142e+03
1.384139979817357016e+03
1.552549552829942058e+03
1.157391511191092377e+03
1.517992281950999995e+03
1.307855051999692250e+03
8.818593790022670191e+02
1.312644129091837385e+03
1.060100357495213984e+03
1.468050793363657249e+03
1.607531098821119031e+03
1.542267460192275848e+03
1.543109129369838683e+03
1.827217184452856316e+02
1.694667762131498193e+03
1.181901447524345713e+03
1.344698334598030215e+03
1.230303026728628311e+03
1.540431113477749932e+03
1.243189743033864033e+03
1.062310537763318052e+03
1.210638373771112356e+03
1.446967902952618715e+03
9.490685975870530910e+02
1.579256991869163585e+03
1.143219158445311677e+03
9.110606860865342469e+02
1.293387756358143633e+03
1.357755517415580016e+03
1.456312260863787969e+03
1.197809117039314287e+03
1.141813746999433533e+03
1.621095545328740172e+03
1.633957913150524973e+03
1.140024307083221402e+03
1.554927439953208932e+03
1.482703138996078223e+03
1.553811179808740917e+03
2.583553148275528244e+01
1.564700064011221912e+03
9.781435831988191012e+02
1.439793537563265090e+03
1.081399721696663619e+03
7.073791651618203957e+01
1.236496499068022558e+03
1.541286814777393147e+03
9.147041727390497954e+02
1.431487834566209358e+03
1.381958343064135533e+03
1.590474298059492412e+03
1.429419114944010744e+03
1.235514538765888346e+03
1.251611584188272900e+03
1.656712536388830358e+03
1.482407323806381100e+03
1.688085138062663646e+03
1.416093522181151002e+03
1.341418395180997550e+03
1.252493506858321780e+03
7.072211589060342476e+02
1.288765420941131197e+03
2.482788794543147048e+01
1.347669801921443877e+03
1.593915528446666485e+03
1.260019500372775838e+03
1.399783494543936058e+03
1.453076855538759446e+03
8.195755844314887781e+02
8.920623487423448523e+02
1.300152410023476932e+03
1.219167778167782899e+03
1.308743309923648894e+03
1.534823553331843186e+03
1.311809849571435961e+03
1.439896402930172826e+03
1.264621630994128509e+03
1.563969830889119521e+03
1.186197842297700390e+03
1.312020566676855424e+03
1.216161478970701182e+03
1.560418453628324414e+03
1.229134771258821957e+03
1.372840900930696307e+03
1.199609083475287434e+03
6.959253495317337013e+01
7.290243422724942093e+02
1.619286403162032229e+03
1.514957943486114800e+03
1.314516967743692931e+03
1.425466177051183422e+03
1.175511904789317441e+03
1.623387255548001804e+03
1.269106057046763908e+03
1.154284334269497322e+03
1.628980086377653606e+03
1.588982811325104421e+03
1.348635058404549227e+03
1.343862595865199864e+03
1.329626007167008083e+03
1.232610072867498729e+03
1.253603144929488280e+03
1.198495054188035965e+03
1.423673483138395113e+03
1.424172303938825280e+03
1.472693764158183512e+03
1.421586744671450788e+03
1.642135388582688165e+03
1.426733501706155494e+03
9.829923082561962246e+02
1.380711051665511832e+03
1.030050453321734267e+03
1.497111343942654003e+03
1.454791171483811013e+03
1.282816251674347768e+03
9.103107774211528067e+02
9.091712560991030614e+02
1.394770583255842212e+03
1.396881353921644404e+03
1.296745753492869198e+03
9.441832147394930530e+01
1.311677726744303300e+03
1.607879707647594842e+03
1.200163772423956516e+03
1.406819027437642490e+03
1.301850525618532856e+03
1.495666331434692893e+03
1.409701175324355063e+03
1.223412960902391887e+03
1.787660507940457819e+03
1.187325256353809209e+03
1.508016656724010090e+03
1.203671484837189155e+03
1.665648081578014171e+03
1.350565667546477698e+03
1.286965549001126647e+03
1.599747881415269376e+03
1.667049738636591883e+03
1.511130746967507321e+03
1.622354161949023592e+03
1.376765774070702264e+03
9.919460907677574824e+02
1.370681098478807826e+03
1.347623579302102826e+03
1.558464699296122035e+03
1.244654554908246610e+03
1.246941848255982450e+03
1.708191020324076362e+03
8.314709154698289240e+02
1.585924593933103324e+03
7.740465551154740069e+02
1.364010497543211841e+03
1.307941655703726383e+03
4.070453513538265611e+02
1.235095811541857529e+03
7.208571287295068259e+02
1.350455306916506970e+03
1.414113621738341863e+03
1.618999493088021381e+03
1.234367117474266934e+03
1.240586098960028266e+03
1.256638816875408338e+03
1.480631591816360242e+03
1.649453352772245808e+03
7.328556211352223215e+01
1.746803158144289682e+03
1.131770377483790298e+03
1.196296604991829327e+03
1.184025984990217466e+03
1.762791833082200355e+03
1.315238753679830552e+03
1.209284805258233291e+03
1.430577394491472887e+03
1.499417330054652211e+03
7.739076316162322655e+02
1.305713935492647806e+03
1.657140849472630180e+03
1.302084424345020579e+03
1.205534995460385517e+03
1.495984281033099023e+03
1.611878780982420039e+03
1.269871161803466975e+03
1.398974936243698721e+03
1.635296027722769395e+03
1.488928797679597665e+03
1.310026422629235867e+03
1.264798917554910759e+03
5.577499972476338996e+01
1.482148486697975159e+03
1.665861715175270092e+03
1.549689729860139323e+03
1.669695384053530461e+03
1.248654477697220045e+03
1.204421562222580860e+03
1.514827582361621580e+03
1.675849842015937156e+03
1.521832024979414939e+02
1.481968095408727777e+03
1.500649741130892380e+03
9.618002734441853363e+02
8.289596339232767832e+02
1.218268097296586575e+03
1.257747290631038140e+03
2.219196383787393643e+02
1.192301950753737628e+03
1.565857363035457638e+03
1.095836778665348675e+03
1.258753763883510146e+03
1.267605035424060816e+03
1.287944235981720567e+03
1.565579218689344998e+03
1.189952027661687225e+03
1.172484793889117554e+03
1.657983722522526250e+03
1.264078714928300542e+03
1.241074047654073411e+03
9.076321869877062909e+02
1.348587338721137940e+03
1.463423242350497731e+03
1.232754904899548364e+03
1.447548471151668309e+03
1.331593827043928059e+03
1.205436980317591406e+03
1.499057373618385100e+03
1.488390115029771323e+03
9.120254364773620637e+02
1.178636220356520880e+03
1.417319186729850117e+03
1.479015907003845996e+03
1.239142904259110765e+03
1.234915263239450724e+03
1.950139423390168645e+02
1.635967503096786231e+03
1.543185653093583369e+03
1.511032455385363164e+03
6.645313549696051041e+02
1.411688385421022758e+03
1.258690305846631190e+03
1.252995146064784194e+03
1.575841356788702114e+03
1.844189591405129022e+03
1.220457915384957232e+03
9.436108994221042394e+02
