Wall time,Step,Value
1762472899.5687659,5000,0.0
1762472909.8341825,10000,0.0
1762473177.2791765,15000,0.0
1762473444.4520001,20000,0.0
1762473711.8595655,25000,0.0
1762473979.9942958,30000,0.0
1762474248.0879824,35000,0.0
1762474517.3763416,40000,0.0
1762474786.4184933,45000,0.0
1762475055.4810545,50000,0.0
1762475324.90573,55000,0.0
1762475593.2144485,60000,0.0
1762475862.0719311,65000,0.0
1762476132.3941712,70000,0.0
1762476402.3436437,75000,0.0
1762476672.691591,80000,0.0
1762476942.519522,85000,0.0
1762477210.0449486,90000,0.0
1762477481.1550496,95000,0.0
1762477752.2949407,100000,0.0
1762478023.0177581,105000,0.0
1762478294.7965484,110000,0.0
1762478567.1719863,115000,0.0
1762478840.1138563,120000,0.0
1762479111.5467162,125000,0.0
1762479381.32488,130000,0.0
1762479652.2495828,135000,0.0
1762479923.32731,140000,0.0
1762480196.205551,145000,0.0
1762480468.308186,150000,0.0
1762480740.1385682,155000,0.0
1762481008.9604068,160000,0.0
1762481279.8320951,165000,0.0
1762481551.0641959,170000,0.0
1762481821.3024306,175000,0.0
1762482093.0054708,180000,0.0
1762482363.293499,185000,0.0
1762482636.0315554,190000,0.0
1762482908.134583,195000,0.0
1762483179.3949115,200000,0.0
1762483451.954596,205000,0.0
1762483724.5692315,210000,0.0
1762484000.829772,215000,0.0
1762484272.6942089,220000,0.0
1762484542.9718485,225000,0.0
1762484814.157495,230000,0.0
1762485086.19002,235000,0.0
1762485358.5217028,240000,0.0
1762485636.492231,245000,0.0
1762485909.30042,250000,0.0
1762486180.0743027,255000,0.0
1762486449.742329,260000,0.0
1762486721.6705403,265000,0.0
1762486994.2907722,270000,0.0
1762487266.01301,275000,0.0
1762487537.476143,280000,0.0
1762487810.4656184,285000,0.0
1762488083.3587317,290000,0.0
1762488354.792432,295000,0.0
1762488628.6895158,300000,0.0
1762488900.8960438,305000,0.0
1762489172.507685,310000,0.0
1762489444.034093,315000,0.0
1762489716.7677195,320000,0.0
1762489989.587835,325000,0.0
1762490262.1448421,330000,0.0
1762490532.8827298,335000,0.0
1762490804.776446,340000,0.0
1762491077.2447076,345000,0.0
1762491350.2920494,350000,0.0
1762491623.1767704,355000,0.0
1762491894.4888158,360000,0.0
1762492167.1577108,365000,0.0
1762492440.1274352,370000,0.0
1762492713.5434341,375000,0.0
1762492986.1487443,380000,0.0
1762493259.4231803,385000,0.0
1762493535.0402021,390000,0.0
1762493809.094448,395000,0.0
1762494082.5690293,400000,0.0
1762494355.3892229,405000,0.0
1762494630.9141278,410000,0.0
1762494906.342319,415000,0.0
1762495179.1150475,420000,0.0
1762495452.5125625,425000,0.0
1762495725.7352967,430000,0.0
1762496000.7692595,435000,0.0
1762496274.520402,440000,0.0
1762496545.6374867,445000,0.0
1762496820.04864,450000,0.0
1762497094.3278506,455000,0.0
1762497369.1676164,460000,0.0
1762497644.099587,465000,0.0
1762497916.9454238,470000,0.0
1762498192.2260973,475000,0.0
1762498467.0359526,480000,0.0
1762498741.6994097,485000,0.0
1762499015.0183346,490000,0.0
1762499289.4004421,495000,0.0
1762499561.3772733,500000,0.0
1762499836.6008554,505000,0.0
1762500110.502276,510000,0.0
1762500384.0979667,515000,0.0
1762500658.7481234,520000,0.0
1762500933.9327583,525000,0.0
1762501210.2963057,530000,0.0
1762501486.076689,535000,0.0
1762501760.3450735,540000,0.0
1762502035.2564359,545000,0.0
1762502308.574176,550000,0.0
1762502583.650593,555000,0.0
1762502858.1670065,560000,0.0
1762503131.7855086,565000,0.0
1762503406.7880428,570000,0.0
1762503681.8057818,575000,0.0
1762503956.795191,580000,0.0
1762504231.4348605,585000,0.0
1762504504.9166236,590000,0.0
1762504779.4408875,595000,0.0
1762505054.1122954,600000,0.0
1762505329.216757,605000,0.0
1762505604.0286453,610000,0.0
1762505886.5921702,615000,0.0
1762506163.2173145,620000,0.0
1762506438.4253922,625000,0.0
1762506715.6079414,630000,0.0
1762506990.9284232,635000,0.0
1762507262.9936435,640000,0.0
1762507538.5131786,645000,0.0
1762507821.6149285,650000,0.0
1762508097.5371134,655000,0.0
1762508368.9376452,660000,0.0
1762508646.0827143,665000,0.0
1762508922.4918282,670000,0.0
1762509197.857551,675000,0.0
1762509472.8311856,680000,0.0
1762509747.428625,685000,0.0
1762510023.2947257,690000,0.0
1762510298.6490233,695000,0.0
1762510574.5706909,700000,0.0
1762510850.7479653,705000,0.0
1762511125.7681406,710000,0.0
1762511400.774683,715000,0.0
1762511675.7228773,720000,0.0
1762511951.1340432,725000,0.0
1762512226.641516,730000,0.0
1762512502.3612156,735000,0.0
1762512779.0424595,740000,0.0
1762513055.6878793,745000,0.0
1762513332.3981266,750000,0.0
1762513608.8656406,755000,0.0
