Wall time,Step,Value
1762472899.5687377,5000,-3.2500159740448
1762472909.834159,10000,-2.8741676807403564
1762473177.2791421,15000,112.64546203613281
1762473444.4519658,20000,210.5449676513672
1762473711.8595383,25000,200.95091247558594
1762473979.9942665,30000,257.42645263671875
1762474248.08795,35000,207.2657928466797
1762474517.3763068,40000,190.3883056640625
1762474786.4184651,45000,172.66542053222656
1762475055.4810271,50000,154.94699096679688
1762475324.9056954,55000,132.72622680664062
1762475593.2144206,60000,152.4286346435547
1762475862.0719037,65000,144.7562713623047
1762476132.3941417,70000,230.57142639160156
1762476402.343608,75000,285.74945068359375
1762476672.6915634,80000,269.1596374511719
1762476942.5194933,85000,445.33489990234375
1762477210.044921,90000,445.61004638671875
1762477481.1550183,95000,608.8072509765625
1762477752.2949069,100000,989.9676513671875
1762478023.0177248,105000,618.3697509765625
1762478294.7965186,110000,161.22509765625
1762478567.171955,115000,176.00096130371094
1762478840.11382,120000,239.89785766601562
1762479111.5466886,125000,208.23953247070312
1762479381.3248496,130000,202.85231018066406
1762479652.249554,135000,239.26222229003906
1762479923.327282,140000,251.0644073486328
1762480196.2055233,145000,268.863525390625
1762480468.3081563,150000,258.7752990722656
1762480740.138531,155000,341.9620666503906
1762481008.9603713,160000,347.3553771972656
1762481279.832062,165000,470.6210632324219
1762481551.06416,170000,530.8653564453125
1762481821.3023942,175000,764.528076171875
1762482093.005439,180000,717.2098388671875
1762482363.2934647,185000,710.9114379882812
1762482636.0315275,190000,548.9146118164062
1762482908.13455,195000,546.1478881835938
1762483179.3948805,200000,763.4359741210938
1762483451.9545598,205000,900.34228515625
1762483724.5691984,210000,1158.2161865234375
1762484000.8297484,215000,1136.0899658203125
1762484272.694179,220000,814.096923828125
1762484542.9718177,225000,1214.76318359375
1762484814.157459,230000,962.74560546875
1762485086.1899872,235000,911.6386108398438
1762485358.521668,240000,625.3417358398438
1762485636.4921958,245000,966.5394287109375
1762485909.3003867,250000,996.8497924804688
1762486180.0742743,255000,1205.5703125
1762486449.7422981,260000,1528.9825439453125
1762486721.6705036,265000,1768.7349853515625
1762486994.290741,270000,2209.017578125
1762487266.0129766,275000,3061.70703125
1762487537.4761143,280000,2697.318359375
1762487810.4655898,285000,3064.187744140625
1762488083.3586988,290000,2033.087890625
1762488354.7923954,295000,2136.64013671875
1762488628.6894794,300000,2290.390869140625
1762488900.8960104,305000,3104.923583984375
1762489172.507656,310000,1747.1927490234375
1762489444.0340645,315000,2912.985595703125
1762489716.7676823,320000,1982.1080322265625
1762489989.5877974,325000,1859.106201171875
1762490262.144814,330000,2839.396484375
1762490532.8827019,335000,2684.19189453125
1762490804.7764173,340000,2542.901123046875
1762491077.2446723,345000,350.7953796386719
1762491350.2920156,350000,-11.640898704528809
1762491623.1767392,355000,-10.719271659851074
1762491894.4887862,360000,2391.624267578125
1762492167.1576757,365000,3853.875
1762492440.127402,370000,3839.60595703125
1762492713.543402,375000,4008.930419921875
1762492986.1487162,380000,3867.406982421875
1762493259.423146,385000,3142.1201171875
1762493535.0401742,390000,3360.331298828125
1762493809.0944202,395000,3884.615234375
1762494082.5689955,400000,3278.940673828125
1762494355.3891885,405000,3661.598876953125
1762494630.9140835,410000,2537.501953125
1762494906.3422854,415000,937.3692626953125
1762495179.115015,420000,851.1322021484375
1762495452.51253,425000,1592.0360107421875
1762495725.7352567,430000,2783.147216796875
1762496000.769226,435000,1540.8115234375
1762496274.5203674,440000,2464.93896484375
1762496545.6374545,445000,1721.052978515625
1762496820.0486116,450000,2550.510498046875
1762497094.3278003,455000,1880.6334228515625
1762497369.1675847,460000,1567.0135498046875
1762497644.0995514,465000,3965.14990234375
1762497916.945392,470000,4026.073486328125
1762498192.22607,475000,2643.55126953125
1762498467.0359251,480000,1837.2672119140625
1762498741.699378,485000,4052.44873046875
1762499015.018303,490000,3041.606689453125
1762499289.4004037,495000,3628.115234375
1762499561.377246,500000,3240.265869140625
1762499836.6008208,505000,142.59800720214844
1762500110.5022223,510000,108.08135223388672
1762500384.097935,515000,268.6521301269531
1762500658.748091,520000,210.94406127929688
1762500933.9327278,525000,168.1762237548828
1762501210.2962732,530000,152.85890197753906
1762501486.0766563,535000,1778.633544921875
1762501760.3450394,540000,3473.667236328125
1762502035.2564087,545000,3509.211669921875
1762502308.5741467,550000,4115.04541015625
1762502583.6505616,555000,3695.265380859375
1762502858.166975,560000,4095.78515625
1762503131.7854767,565000,4038.729248046875
1762503406.788011,570000,3954.42431640625
1762503681.805752,575000,1733.01416015625
1762503956.7951632,580000,3071.172119140625
1762504231.4348261,585000,3130.48828125
1762504504.9165964,590000,2764.569091796875
1762504779.4408555,595000,3521.459228515625
1762505054.1122646,600000,1536.3575439453125
1762505329.2167244,605000,332.91961669921875
1762505604.028616,610000,1021.7230224609375
1762505886.592138,615000,3935.40234375
1762506163.2172844,620000,4066.10498046875
1762506438.4253585,625000,4114.5986328125
1762506715.6079135,630000,4127.6123046875
1762506990.9283955,635000,4245.1474609375
1762507262.9936147,640000,4132.54638671875
1762507538.5131516,645000,4039.434814453125
1762507821.614898,650000,4173.5595703125
1762508097.5370817,655000,4168.2958984375
1762508368.9376132,660000,3473.410888671875
1762508646.0826864,665000,704.7230834960938
1762508922.4918013,670000,598.814208984375
1762509197.8575222,675000,573.4950561523438
1762509472.8311577,680000,1566.9737548828125
1762509747.4285967,685000,4335.7529296875
1762510023.2946947,690000,3388.311767578125
1762510298.6489894,695000,4248.13916015625
