Wall time,Step,Value
1762447432.864757,360,13.800000190734863
1762447432.9042585,600,16.450000762939453
1762447432.9356072,792,17.299999237060547
1762447432.978912,1056,19.125
1762447433.0182712,1296,19.431371688842773
1762447433.039344,1416,19.71666717529297
1762447433.0869522,1704,20.242856979370117
1762447433.119259,1896,20.4375
1762447433.1817353,2256,20.516128540039062
1762447433.2069156,2400,21.110000610351562
1762447433.257183,2688,22.3700008392334
1762447433.2828004,2832,22.739999771118164
1762447433.3268888,3048,22.299999237060547
1762447433.3604858,3240,22.15999984741211
1762447433.4045396,3504,21.989999771118164
1762447433.4359474,3696,22.100000381469727
1762447433.4605353,3840,22.43000030517578
1762447433.5002062,4080,21.969999313354492
1762447433.5363038,4296,21.799999237060547
1762447433.5720377,4512,21.139999389648438
1762447433.607988,4728,20.829999923706055
1762447433.6475563,4968,20.68000030517578
1762447433.6796017,5160,21.579999923706055
1762447433.7112699,5352,21.270000457763672
1762447433.7473931,5568,21.479999542236328
1762447433.7674518,5688,20.860000610351562
1762447433.8118792,5952,20.049999237060547
1762447433.860078,6240,20.649999618530273
1762447433.900325,6480,21.1299991607666
1762447433.9286823,6648,21.489999771118164
1762447433.9843943,6984,22.040000915527344
1762447434.0206783,7200,22.209999084472656
1762447434.0455558,7344,21.950000762939453
1762447434.0814812,7560,21.969999313354492
1762447434.1224923,7800,21.979999542236328
1762447434.162029,8040,22.459999084472656
1762447434.1819963,8160,22.65999984741211
1762447434.2222812,8400,22.309999465942383
1762447434.261736,8616,22.1200008392334
1762447434.2974887,8832,21.770000457763672
1762447434.3379052,9072,21.139999389648438
1762447434.3814676,9336,21.149999618530273
1762447434.4062462,9480,21.049999237060547
1762447434.4430048,9696,21.079999923706055
1762447434.4786751,9912,21.34000015258789
1762447434.9625144,10104,21.229999542236328
1762447435.1474788,10296,21.209999084472656
1762447435.3564816,10536,21.420000076293945
1762447435.5385447,10752,21.360000610351562
1762447435.772564,11040,21.799999237060547
1762447435.9619057,11280,22.09000015258789
1762447436.2503128,11640,22.239999771118164
1762447436.4218888,11856,22.549999237060547
1762447436.6512659,12144,23.6299991607666
1762447436.916733,12480,24.100000381469727
1762447437.150746,12768,25.399999618530273
1762447437.3816483,13056,26.8700008392334
1762447437.590776,13320,27.510000228881836
1762447437.819288,13608,28.06999969482422
1762447438.0065935,13824,27.979999542236328
1762447438.1542847,14016,27.549999237060547
1762447438.284808,14184,27.43000030517578
1762447438.455842,14400,26.639999389648438
1762447438.579015,14544,25.56999969482422
1762447438.7667024,14784,24.719999313354492
1762447438.8590176,14904,23.299999237060547
1762447439.044847,15144,21.65999984741211
1762447439.1973286,15336,20.760000228881836
1762447439.3363304,15504,20.190000534057617
1762447439.537055,15768,19.6299991607666
1762447439.6114728,15864,19.309999465942383
1762447439.7816842,16080,18.959999084472656
1762447439.9257076,16248,18.93000030517578
1762447440.1096008,16488,19.0
1762447440.2561648,16680,18.899999618530273
1762447440.3722298,16824,19.049999237060547
1762447440.5538073,17040,19.100000381469727
1762447440.7200491,17256,19.049999237060547
1762447440.8709517,17448,19.139999389648438
1762447441.1005313,17736,19.3700008392334
1762447441.2651324,17928,19.860000610351562
1762447441.620851,18384,20.780000686645508
1762447443.0610294,20208,23.469999313354492
1762447443.5144377,20784,30.969999313354492
1762447443.9158304,21288,39.36000061035156
1762447444.2825725,21768,45.0099983215332
