Wall time,Step,Value
1762446364.3743618,360,0.2137604057788849
1762446364.4302242,600,1.0693342685699463
1762446364.4741957,792,0.41158172488212585
1762446364.5353546,1056,0.961642324924469
1762446364.5927176,1296,1.479348063468933
1762446364.6231952,1416,2.0157899856567383
1762446364.6904984,1704,2.1180849075317383
1762446364.736637,1896,2.449902057647705
1762446364.820737,2256,2.335336923599243
1762446364.8555708,2400,2.2652997970581055
1762446364.9228442,2688,2.6710376739501953
1762446364.9571323,2832,2.9860756397247314
1762446365.008115,3048,3.0200862884521484
1762446365.053664,3240,3.0963692665100098
1762446365.1157908,3504,3.085374116897583
1762446365.1602042,3696,2.94797682762146
1762446365.1948836,3840,3.546544313430786
1762446365.2509325,4080,3.258432388305664
1762446365.3019655,4296,3.4044229984283447
1762446365.3525827,4512,3.355520486831665
1762446365.4033747,4728,3.31034255027771
1762446365.4595113,4968,3.511566638946533
1762446365.5062904,5160,4.288204669952393
1762446365.5511293,5352,3.942039966583252
1762446365.6023526,5568,3.9378066062927246
1762446365.6304414,5688,3.843365430831909
1762446365.693186,5952,3.120575428009033
1762446365.7597172,6240,3.2983222007751465
1762446365.8163931,6480,3.3244731426239014
1762446365.8561006,6648,3.6518428325653076
1762446365.9409282,6984,3.6066055297851562
1762446365.9920874,7200,3.1993486881256104
1762446366.0267186,7344,2.7386670112609863
1762446366.077571,7560,2.8807852268218994
1762446366.1351676,7800,2.7699544429779053
1762446366.1911607,8040,2.557925224304199
1762446366.2193549,8160,2.5347177982330322
1762446366.2763884,8400,2.4596023559570312
1762446366.3264582,8616,2.4383656978607178
1762446366.3770216,8832,2.158950090408325
1762446366.434234,9072,2.0826146602630615
1762446366.496052,9336,2.567974090576172
1762446366.5326045,9480,2.58733868598938
1762446366.5856752,9696,2.8183200359344482
1762446366.6364915,9912,2.853060007095337
1762446367.2428083,10152,2.823427438735962
1762446367.3823783,10296,3.0623130798339844
1762446367.5839634,10536,3.0965805053710938
1762446367.7226634,10704,3.037895441055298
1762446367.9247758,10944,2.804582357406616
1762446368.1351185,11184,2.7248706817626953
1762446368.3127985,11400,2.3626160621643066
1762446368.4712625,11592,2.3309121131896973
1762446368.6431632,11784,2.4418609142303467
1762446368.8722622,12048,2.2556750774383545
1762446368.9983816,12168,2.6661994457244873
1762446369.2841756,12432,2.515272617340088
1762446369.4033487,12576,2.5871846675872803
1762446369.5975041,12816,2.3367748260498047
1762446369.7546852,13008,2.340217351913452
1762446369.955571,13248,2.648721218109131
1762446370.1185498,13440,2.616014003753662
1762446370.2853189,13632,2.4419310092926025
1762446370.569524,13968,2.377187967300415
1762446370.7107,14136,3.0651228427886963
1762446370.8894582,14352,2.879396677017212
1762446371.0945268,14592,2.479905843734741
1762446371.3139472,14856,2.7154958248138428
1762446371.5340698,15120,3.2444815635681152
1762446371.7367792,15360,3.4272375106811523
1762446372.038825,15720,3.190701723098755
1762446372.2366323,15960,3.530967950820923
1762446372.3955834,16152,4.036970615386963
1762446372.6961536,16512,4.254187107086182
1762446372.890994,16752,3.62963604927063
1762446373.200186,17136,3.8948514461517334
1762446373.4499743,17448,4.482834339141846
1762446373.742218,17808,4.285926342010498
1762446373.97672,18096,4.571011543273926
1762446374.2472465,18432,4.9575419425964355
1762446374.5398543,18792,5.418286323547363
1762446374.9229863,19272,5.175406455993652
1762446375.1535022,19560,4.996316432952881
1762446375.5586965,20064,5.049095630645752
1762446375.850468,20424,4.984504222869873
1762446376.2171223,20880,4.626437187194824
1762446376.742976,21528,5.018283843994141
1762446377.1329098,22008,5.635230541229248
1762446377.562364,22536,5.742030620574951
1762446378.1940885,23328,5.749627113342285
1762446378.6436777,23880,5.089987277984619
1762446379.3162477,24720,7.920867443084717
1762446379.8954642,25440,8.58670711517334
1762446380.5644498,26280,8.134119987487793
1762446381.0317745,26856,8.677848815917969
1762446381.9015784,27912,8.990811347961426
1762446382.4376056,28560,7.580193042755127
1762446383.10531,29376,6.975540637969971
1762446383.950662,30408,5.250417709350586
1762446384.6019533,31200,4.127389907836914
1762446385.6047606,32424,3.243345022201538
1762446386.6525526,33696,-1.3464596271514893
1762446387.4886029,34680,-2.6107606887817383
1762446388.7758105,36240,-1.8074597120285034
1762446389.640698,37320,-1.4092018604278564
1762446390.6971354,38592,-2.5862178802490234
1762446392.1513271,40344,-1.2469922304153442
1762446393.3907127,41832,1.7993323802947998
1762446394.5558224,43224,9.663698196411133
1762446396.6723568,45816,15.631340980529785
1762446397.7574856,47184,21.773147583007812
1762446398.8166816,48480,28.549762725830078
1762446400.8848526,51000,41.20992660522461
1762446403.5531497,54264,52.97681427001953
1762446404.9040542,55920,72.85303497314453
1762446406.7298923,58152,93.20218658447266
1762446409.6980915,61728,116.04145050048828
1762446411.259348,63768,141.52325439453125
1762446413.10729,66000,157.8347930908203
1762446415.3789334,68784,178.3898162841797
1762446417.671151,71592,204.04209899902344
1762446419.8681781,74256,220.64109802246094
1762446421.5693436,76368,239.011962890625
1762446424.2456,79680,253.26255798339844
1762446426.0421276,81840,266.8912353515625
1762446429.6524634,86256,287.0042419433594
1762446431.620624,88680,308.19140625
1762446433.3405888,90792,317.85845947265625
1762446436.2311983,94368,334.52508544921875
1762446439.3254435,98160,348.0501708984375
1762446441.9026895,101280,355.5939025878906
